orderId,orderDate,customerName,customerSegment,productCategory,productName,region,city,salesAmount,quantity,discount,profit,paymentMode
ORD-00207,2023-09-01,Anil Verma,Wholesale,Furniture,Cabinet,South,Kochi,116541.69,4,19.7,10768.45,UPI
ORD-00208,2024-04-03,Rajesh Banerjee,Premium,Grocery,Wheat Flour,East,Patna,2429.85,3,10.6,36.93,UPI
ORD-00209,2024-03-27,Radha Bose,Premium,Grocery,Tea Powder,East,Patna,4495.77,5,9.3,115.09,UPI
ORD-00210,2023-08-08,Praveen Agarwal,Premium,Electronics,Router,West,Mumbai,49041.96,2,9.9,3472.17,UPI
ORD-00211,2024-01-21,Girish Bose,Regular,Furniture,Sofa Set,West,Ahmedabad,62760.77,2,12.8,9263.49,Card
ORD-00212,2024-10-03,Naveen Reddy,Wholesale,Furniture,Office Chair,East,Ranchi,33402.25,1,17,3807.86,UPI
ORD-00213,2024-12-29,Shweta Agarwal,Regular,Health & Beauty,Shampoo,East,Patna,8320.91,3,1.8,3208.54,UPI
ORD-00214,2023-02-21,Sunil Iyer,Premium,Health & Beauty,Protein Powder,East,Patna,3456.45,2,16.6,923.56,UPI
ORD-00215,2024-06-20,Hema Bose,Regular,Books,Children Story,East,Kolkata,1125.8,1,17.4,68.45,Cash
ORD-00216,2023-04-05,Suresh Chauhan,Regular,Sports,Swimming Goggles,West,Ahmedabad,8198.21,2,13.1,1436.33,Cash
ORD-00217,2023-04-16,Nisha Rao,Regular,Clothing,Winter Coat,North,Delhi,10753.13,2,3.3,11626.66,Card
ORD-00218,2023-02-15,Sunil Tiwari,Wholesale,Health & Beauty,Face Mask Pack,East,Ranchi,7665.49,3,16.2,2072.75,UPI
ORD-00219,2023-06-25,Jyoti Dubey,Premium,Sports,Cricket Bat,West,Surat,21102.76,3,9.2,4355.61,Card
ORD-00220,2024-08-18,Kiran Mishra,Premium,Sports,Jump Rope,South,Chennai,1179.77,1,5.1,282.2,Cash
ORD-00221,2023-07-13,Praveen Reddy,Regular,Books,Novel,East,Patna,881.16,1,18.3,47.23,Card
ORD-00222,2023-03-29,Sandeep Saxena,Wholesale,Home & Kitchen,Water Purifier,North,Amritsar,5378.01,1,28.8,-55.93,UPI
ORD-00223,2023-12-25,Ashok Mishra,Wholesale,Clothing,Jacket,East,Guwahati,31810.51,4,21.1,5764.06,Cash
ORD-00224,2023-02-26,Vinod Agarwal,Premium,Grocery,Tea Powder,North,Chandigarh,2868.11,8,7.6,112.43,Cash
ORD-00225,2023-07-14,Ananya Agarwal,Premium,Sports,Yoga Mat,South,Kochi,20258.29,2,9.9,4067.86,UPI
ORD-00226,2023-05-18,Manjula Reddy,Wholesale,Grocery,Biscuits Pack,South,Bangalore,5011.33,5,22.2,-388.88,UPI
ORD-00227,2023-07-04,Manoj Menon,Premium,Health & Beauty,Sunscreen,East,Patna,539.58,4,7.3,184.32,Cash
ORD-00228,2023-04-04,Pallavi Mishra,Premium,Grocery,Dry Fruits,East,Ranchi,4280.76,9,14.5,-68.49,Card
ORD-00229,2024-04-17,Amit Joshi,Regular,Health & Beauty,Shampoo,West,Ahmedabad,2916.43,3,17.8,751.27,Card
ORD-00230,2024-12-17,Amit Reddy,Wholesale,Health & Beauty,Shampoo,North,Chandigarh,9753.39,3,27.4,1763.41,UPI
ORD-00231,2024-12-20,Latika Iyer,Wholesale,Clothing,Jacket,West,Pune,25679.3,3,15.3,5844.61,UPI
ORD-00232,2023-09-07,Girish Mukherjee,Wholesale,Health & Beauty,Shampoo,South,Chennai,1935.63,1,61.48909958811514,-1489.73,UPI
ORD-00233,2023-11-06,Ananya Iyer,Regular,Furniture,Bookshelf,North,Chandigarh,20888.59,2,19.6,1946.82,Cash
ORD-00234,2024-05-14,Anil Pillai,Regular,Home & Kitchen,Vacuum Cleaner,East,Bhubaneswar,21194.25,2,4.6,3882.79,UPI
ORD-00235,2023-12-12,Sandeep Rao,Wholesale,Home & Kitchen,Mixer Grinder,North,Amritsar,28851.3,3,28.3,-184.65,Card
ORD-00236,2023-07-12,Radha Shah,Regular,Clothing,Sneakers,North,Amritsar,6422.68,3,0.6,2217.11,Card
ORD-00237,2023-07-06,Praveen Mishra,Regular,Clothing,Formal Shirt,West,Nagpur,5893.94,1,4.6,1845.98,UPI
ORD-00238,2023-12-20,Vikram Chatterjee,Regular,Clothing,Jeans,West,Mumbai,7338.22,4,12.2,1852.17,UPI
ORD-00239,2023-11-22,Radha Pillai,Wholesale,Furniture,Wardrobe,South,Bangalore,35651.94,3,16.8,4121.36,UPI
ORD-00240,2024-06-25,Mohan Singh,Regular,Electronics,Tablet,South,Kochi,184830.49,4,10.8,11755.22,UPI
ORD-00241,2024-08-06,Harish Iyer,Wholesale,Sports,Yoga Mat,East,Guwahati,45185.14,4,29.7,1915.85,Cash
ORD-00242,2024-07-10,Kavya Kaur,Regular,Books,Novel,East,Bhubaneswar,681.62,1,11.4,74.16,UPI
ORD-00243,2024-05-22,Usha Bose,Premium,Clothing,Formal Shirt,North,Jaipur,404.42,1,12,102.72,UPI
ORD-00244,2023-04-29,Shweta Chauhan,Wholesale,Sports,Swimming Goggles,South,Coimbatore,7709.5,1,26,555.08,Card
ORD-00245,2023-03-28,Pooja Iyer,Premium,Home & Kitchen,Iron Box,West,Ahmedabad,26110.54,3,9.1,3843.47,Cash
ORD-00246,2023-07-10,Rekha Joshi,Wholesale,Furniture,Wardrobe,West,Ahmedabad,108849.19,4,22.1,7967.76,UPI
ORD-00247,2024-02-21,Manjula Agarwal,Regular,Sports,Cycling Helmet,West,Ahmedabad,20326.75,1,3.4,5138.6,Cash
ORD-00248,2023-04-10,Sanjay Gupta,Premium,Health & Beauty,Essential Oils,West,Nagpur,5662.33,4,13.6,1648.87,UPI
ORD-00249,2024-12-07,Girish Kumar,Wholesale,Grocery,Pulses Mix,West,Pune,16737.08,10,18.7,-830.16,Cash
ORD-00250,2023-06-28,Sneha Mehta,Premium,Books,Children Story,West,Mumbai,1421.84,4,16.1,101.24,UPI
ORD-00251,2024-07-26,Bhavna Agarwal,Wholesale,Home & Kitchen,Iron Box,South,Bangalore,51847.36,4,17.3,4230.74,UPI
ORD-00252,2023-07-13,Priya Kumar,Premium,Books,Comics,West,Surat,1020.07,2,12.4,102.82,Cash
ORD-00253,2024-03-06,Geeta Saxena,Wholesale,Electronics,Bluetooth Speaker,East,Bhubaneswar,163482.63,4,24.3,-7258.63,UPI
ORD-00254,2023-06-03,Vinod Verma,Regular,Furniture,Bookshelf,North,Delhi,110655.06,4,11.9,62265.01,UPI
ORD-00255,2024-01-13,Hema Reddy,Regular,Books,Self-Help Book,South,Bangalore,5006.79,3,3.1,877.19,UPI
ORD-00256,2024-05-22,Swati Chauhan,Premium,Grocery,Wheat Flour,South,Kochi,8812.6,7,5.1,521.71,UPI
ORD-00257,2024-08-08,Deepak Gupta,Premium,Clothing,Jacket,South,Chennai,13017.26,3,9.8,3535.49,UPI
ORD-00258,2023-05-06,Pooja Mishra,Premium,Books,Children Story,West,Mumbai,1300.76,1,15.2,101.98,UPI
ORD-00259,2023-05-19,Saritha Nair,Wholesale,Clothing,Jeans,East,Guwahati,2561.66,2,27.1,341.21,UPI
ORD-00260,2023-02-15,Vinod Mishra,Wholesale,Home & Kitchen,Mixer Grinder,North,Amritsar,12908.47,1,22.7,495.69,UPI
ORD-00261,2023-08-31,Asha Pillai,Wholesale,Electronics,Laptop,West,Ahmedabad,52431.89,3,26.5,-3250.78,UPI
ORD-00262,2023-05-22,Ajay Tiwari,Regular,Electronics,Router,West,Mumbai,52667.13,2,3.5,6425.39,Card
ORD-00263,2024-03-01,Kamala Agarwal,Regular,Health & Beauty,Electric Toothbrush,North,Amritsar,8920.98,3,17.7,2305.18,UPI
ORD-00264,2023-12-30,Sunil Kumar,Wholesale,Electronics,Headphones,East,Patna,247416.04,3,25,-12370.8,Cash
ORD-00265,2024-12-29,Vinod Krishnan,Regular,Home & Kitchen,Iron Box,East,Ranchi,12432.27,4,66.9814073210577,-11683.02,Cash
ORD-00266,2024-07-14,Amit Das,Regular,Clothing,T-Shirt,North,Amritsar,1673.58,2,1.2,569.69,Cash
ORD-00267,2024-01-28,Nisha Dubey,Premium,Electronics,Laptop,North,Jaipur,97717.66,4,17.8,742.65,Card
ORD-00268,2024-06-27,Ashok Patel,Premium,Furniture,Wardrobe,South,Coimbatore,136129.19,4,15.5,17152.28,Card
ORD-00269,2024-07-25,Asha Agarwal,Wholesale,Furniture,Office Chair,North,Lucknow,73242.22,4,28,1904.3,Cash
ORD-00270,2024-10-07,Ashok Singh,Regular,Clothing,Saree,South,Bangalore,8085.67,1,4.6,2532.43,Card
ORD-00271,2024-02-01,Ravi Saxena,Regular,Health & Beauty,Perfume,South,Bangalore,6211.01,2,16.9,1644.68,Cash
ORD-00272,2023-10-13,Hema Sharma,Premium,Electronics,Tablet,South,Coimbatore,16113.72,2,65.68760878690759,-28048.7,Card
ORD-00273,2024-12-24,Divya Ghosh,Premium,Books,Cookbook,West,Mumbai,1353.03,1,8,184.01,UPI
ORD-00274,2024-05-15,Sandeep Iyer,Wholesale,Electronics,Smartwatch,West,Mumbai,127181.21,3,26.6,-7986.98,UPI
ORD-00275,2024-01-22,Sunil Gupta,Premium,Grocery,Cooking Oil,East,Patna,2951.69,7,9.3,75.56,Cash
ORD-00276,2023-02-06,Hema Chatterjee,Regular,Books,Comics,North,Chandigarh,1595.75,1,2.4,594.47,Card
ORD-00277,2023-07-27,Pallavi Gupta,Premium,Home & Kitchen,Air Fryer,East,Kolkata,8926.74,1,5.7,1556.82,Card
ORD-00278,2023-10-10,Manjula Mehta,Premium,Home & Kitchen,Microwave,South,Bangalore,9974.08,3,8.1,1547.98,UPI
ORD-00279,2023-03-07,Ajay Verma,Premium,Home & Kitchen,Non-stick Pan,North,Amritsar,22634.44,3,6.8,3748.26,Card
ORD-00280,2023-04-03,Pooja Tiwari,Premium,Sports,Cycling Helmet,South,Kochi,30473.61,3,13.9,5143.95,Card
ORD-00281,2024-06-24,Girish Menon,Premium,Home & Kitchen,Induction Cooktop,East,Kolkata,9435.21,2,8.8,1411.51,Cash
ORD-00282,2023-10-13,Ananya Dubey,Premium,Health & Beauty,Face Mask Pack,North,Lucknow,794.35,2,12.4,238.94,UPI
ORD-00283,2024-01-31,Suresh Saxena,Premium,Grocery,Sugar,West,Surat,7212.84,7,14.6,-121.18,Cash
ORD-00284,2023-11-04,Naveen Singh,Regular,Grocery,Biscuits Pack,West,Pune,8939.73,6,9,250.31,UPI
ORD-00285,2023-10-10,Naveen Saxena,Regular,Home & Kitchen,Coffee Maker,East,Patna,50885.46,3,14.4,5332.8,Cash
ORD-00286,2023-12-03,Ramesh Patel,Premium,Sports,Yoga Mat,South,Chennai,98013.7,3,12.8,17407.23,UPI
ORD-00287,2024-07-05,Suresh Shetty,Wholesale,Electronics,Smart TV,North,Chandigarh,10384.91,1,22.7,-328.16,Card
ORD-00288,2023-04-06,Vinod Rao,Wholesale,Health & Beauty,Sunscreen,East,Kolkata,701.26,2,22.1,156.52,Cash
ORD-00289,2023-06-06,Radha Krishnan,Premium,Clothing,Jeans,East,Guwahati,2721.66,1,10.1,732.67,UPI
ORD-00290,2024-03-13,Pallavi Banerjee,Premium,Clothing,Sneakers,East,Bhubaneswar,12223.7,2,11.6,3143.94,Card
ORD-00291,2023-09-11,Girish Bose,Regular,Clothing,Ethnic Wear,East,Kolkata,8422.27,4,19.1,1660.87,UPI
ORD-00292,2024-06-11,Vijay Mishra,Premium,Grocery,Pulses Mix,East,Kolkata,230.22,3,5.2,13.44,Card
ORD-00293,2023-10-08,Manjula Shetty,Wholesale,Home & Kitchen,Water Purifier,East,Ranchi,88347.2,4,15.3,8622.69,UPI
ORD-00294,2024-02-02,Priya Patel,Premium,Health & Beauty,Electric Toothbrush,South,Bangalore,4605.03,2,9.8,1480.98,Card
ORD-00295,2023-09-18,Rajesh Chauhan,Premium,Clothing,Sports Shoes,East,Bhubaneswar,16972.7,3,12.4,4256.75,Card
ORD-00296,2024-01-02,Anil Chauhan,Regular,Electronics,Router,West,Ahmedabad,98157.13,2,8.9,7734.78,Cash
ORD-00297,2024-11-29,Naveen Kaur,Premium,Electronics,Router,West,Ahmedabad,42571.54,1,7.4,3865.5,Cash
ORD-00298,2024-07-24,Praveen Agarwal,Regular,Electronics,Headphones,South,Hyderabad,63285.84,2,45.14578970428577,-152735.79,UPI
ORD-00299,2023-02-26,Usha Krishnan,Wholesale,Books,Science Fiction,South,Hyderabad,1177.61,1,21.8,30.15,Cash
ORD-00300,2023-12-28,Vikram Singh,Premium,Grocery,Sugar,North,Chandigarh,423.98,1,12.8,-1.02,Card
ORD-00301,2024-12-13,Rekha Menon,Regular,Books,Novel,West,Ahmedabad,6728.46,3,11.9,705.14,UPI
ORD-00302,2024-07-23,Naveen Shetty,Premium,Health & Beauty,Shampoo,West,Pune,187.73,2,6,66.08,Cash
ORD-00303,2024-11-28,Usha Shetty,Premium,Grocery,Sugar,West,Ahmedabad,2234.48,2,8.2,76.87,Cash
ORD-00304,2023-10-23,Bhavna Nair,Wholesale,Furniture,Office Chair,South,Bangalore,9516.09,1,26.9,331.16,Card
ORD-00305,2024-10-17,Ajay Kumar,Wholesale,Grocery,Cooking Oil,West,Pune,2944.34,7,26,-317.99,UPI
ORD-00306,2024-05-27,Priya Banerjee,Regular,Clothing,Sports Shoes,North,Chandigarh,6438.33,3,66.95800114897327,-3334.23,Cash
ORD-00307,2024-03-25,Vijay Mishra,Regular,Books,Dictionary,West,Ahmedabad,1755.82,2,2.6,314.64,UPI
ORD-00308,2024-08-31,Pooja Krishnan,Premium,Sports,Jump Rope,East,Patna,16414.36,1,9.2,3387.92,UPI
ORD-00309,2023-09-06,Geeta Patel,Wholesale,Grocery,Cooking Oil,South,Hyderabad,10041.93,9,20.9,-674.82,UPI
ORD-00310,2023-02-06,Sunita Rao,Premium,Health & Beauty,Essential Oils,North,Amritsar,10217.75,4,16.3,2754.71,Card
ORD-00311,2023-01-06,Harish Menon,Regular,Clothing,Ethnic Wear,South,Bangalore,5180.51,1,13.1,1270.26,UPI
ORD-00312,2024-09-23,Amit Das,Regular,Clothing,Sneakers,East,Patna,4606.14,1,19.4,897.28,UPI
ORD-00313,2024-02-04,Ajay Dubey,Regular,Grocery,Biscuits Pack,North,Jaipur,960,1,14.9,-18.43,UPI
ORD-00314,2023-12-12,Pallavi Singh,Wholesale,Books,Novel,North,Chandigarh,1356.51,1,29.1,-44.49,Cash
ORD-00315,2023-10-16,Shweta Das,Premium,Health & Beauty,Essential Oils,East,Ranchi,4632.3,2,8.4,1541.63,Card
ORD-00316,2024-06-14,Arjun Pillai,Wholesale,Books,Textbook,South,Coimbatore,2929,4,18.2,159.34,UPI
ORD-00317,2024-08-03,Sandeep Kumar,Premium,Books,Textbook,West,Surat,2513.51,2,5.4,394.12,Card
ORD-00318,2023-09-18,Sunita Shah,Regular,Health & Beauty,Perfume,East,Bhubaneswar,1254.18,1,74.77880200996657,-759.45,UPI
ORD-00319,2023-06-25,Kavya Chauhan,Regular,Electronics,Tablet,North,Lucknow,177115.7,3,12.8,8430.71,UPI
ORD-00320,2024-05-09,Kamala Agarwal,Premium,Electronics,Smart TV,West,Mumbai,208235.15,3,10.2,14243.28,UPI
ORD-00321,2023-05-25,Geeta Shetty,Regular,Home & Kitchen,Non-stick Pan,West,Ahmedabad,9184.53,1,5.6,5820.08,Card
ORD-00322,2023-10-03,Radha Patel,Premium,Clothing,Sports Shoes,East,Guwahati,28778.71,4,17.9,5951.44,UPI
ORD-00323,2024-09-28,Divya Krishnan,Wholesale,Furniture,Dining Table,North,Amritsar,70747.02,2,24.4,3876.94,Cash
ORD-00324,2024-11-07,Sunita Ghosh,Regular,Furniture,Side Table,North,Lucknow,19730.31,2,68.62910375668868,-20578.88,Card
ORD-00325,2024-07-03,Sneha Menon,Regular,Home & Kitchen,Coffee Maker,North,Delhi,8761.27,2,15.8,820.05,UPI
ORD-00326,2024-04-13,Asha Rao,Premium,Furniture,Bookshelf,West,Mumbai,138563.63,3,10.1,23444.97,Card
ORD-00327,2023-10-28,Kiran Agarwal,Regular,Books,Dictionary,East,Kolkata,977.02,1,51.19875532796953,-571.96,Card
ORD-00328,2024-06-11,Asha Saxena,Regular,Books,Science Fiction,West,Mumbai,3104.06,3,5.6,481.75,UPI
ORD-00329,2024-01-18,Arjun Agarwal,Premium,Sports,Cycling Helmet,East,Ranchi,10375.8,1,8.7,2183.07,UPI
ORD-00330,2023-05-03,Rajesh Chauhan,Premium,Grocery,Biscuits Pack,East,Guwahati,2665.93,7,49.01471700300052,-3138.32,UPI
ORD-00331,2024-10-19,Manoj Tiwari,Wholesale,Clothing,Saree,North,Lucknow,4197,3,20.1,794.07,UPI
ORD-00332,2023-04-21,Vikram Chatterjee,Regular,Health & Beauty,Multivitamins,West,Ahmedabad,1232.3,1,1.9,474.19,UPI
ORD-00333,2023-08-22,Jyoti Kaur,Premium,Books,Novel,North,Jaipur,1211.44,2,5.8,186.08,Cash
ORD-00334,2023-09-07,Sanjay Mehta,Wholesale,Clothing,Sports Shoes,West,Mumbai,16809.28,4,41.01575165727809,-13548.47,UPI
ORD-00335,2024-02-19,Ashok Singh,Wholesale,Electronics,Smart TV,West,Surat,18433.69,4,62.75065156097422,-32940.62,UPI
ORD-00336,2023-07-03,Rajesh Reddy,Regular,Books,Novel,North,Lucknow,766.1,1,7.8,105.42,Cash
ORD-00337,2024-11-19,Pooja Shah,Regular,Grocery,Tea Powder,East,Ranchi,7138.17,6,11.4,62.82,Cash
ORD-00338,2024-12-26,Mohan Kumar,Premium,Books,Children Story,West,Nagpur,2186.96,1,16.6,146.96,Cash
ORD-00339,2023-02-17,Harish Kumar,Premium,Furniture,Bed Frame,East,Patna,131450.54,4,5.7,26868.49,Cash
ORD-00340,2024-06-16,Nisha Shetty,Premium,Sports,Cycling Helmet,South,Kochi,15992,1,15.2,2533.13,Cash
ORD-00341,2023-09-08,Kiran Shah,Wholesale,Electronics,Router,West,Nagpur,40719.21,2,52.633285310441536,-36556.71,UPI
ORD-00342,2024-04-13,Bhavna Ghosh,Premium,Clothing,Sports Shoes,North,Delhi,20347.87,3,6.2,6112.5,Card
ORD-00343,2024-10-02,Manoj Verma,Premium,Electronics,Smartwatch,East,Guwahati,193096.63,3,9.6,14134.67,Cash
ORD-00344,2023-07-12,Lakshmi Gupta,Premium,Grocery,Biscuits Pack,West,Nagpur,3213.36,7,17.3,-123.39,UPI
ORD-00345,2024-05-16,Divya Dubey,Premium,Health & Beauty,Face Cream,West,Mumbai,4079.19,2,14.7,1151.96,UPI
ORD-00346,2024-01-03,Vijay Iyer,Premium,Sports,Cricket Bat,South,Chennai,48875.44,2,9.6,9931.49,UPI
ORD-00347,2024-05-19,Ravi Kumar,Premium,Furniture,Wardrobe,East,Ranchi,40066.92,1,5.8,8157.62,Cash
ORD-00348,2023-08-23,Girish Chauhan,Wholesale,Health & Beauty,Multivitamins,North,Delhi,1190.64,3,27.7,212.41,Card
ORD-00349,2024-06-20,Amit Kaur,Regular,Furniture,Bed Frame,North,Chandigarh,40073.26,2,44.07162683959408,-84918.59,Card
ORD-00350,2024-04-24,Latika Mishra,Regular,Clothing,T-Shirt,East,Guwahati,10345.54,2,1.9,3463.69,Cash
ORD-00351,2023-10-11,Divya Pillai,Wholesale,Grocery,Biscuits Pack,North,Jaipur,6892.1,6,26.9,-793.97,Cash
ORD-00352,2023-07-30,Pallavi Verma,Wholesale,Furniture,Cabinet,South,Coimbatore,6118.96,1,18.4,629.03,Card
ORD-00353,2023-11-03,Latika Menon,Wholesale,Sports,Cycling Helmet,West,Nagpur,40426.49,3,57.32413485717505,-59313.48,Cash
ORD-00354,2024-03-28,Swati Chatterjee,Premium,Books,Biography,East,Patna,615.04,3,11.8,64.95,UPI
ORD-00355,2023-08-26,Latika Saxena,Regular,Electronics,Smartwatch,East,Patna,95654.92,4,9.6,7001.94,UPI
ORD-00356,2023-01-03,Kavya Sharma,Premium,Furniture,Shoe Rack,South,Chennai,76586.34,2,7,14857.75,UPI
ORD-00357,2024-02-16,Vijay Reddy,Premium,Furniture,Sofa Set,West,Mumbai,32146.59,1,6.7,6313.59,UPI
ORD-00358,2024-05-25,Asha Banerjee,Wholesale,Health & Beauty,Face Cream,West,Nagpur,4076.41,4,54.88413977780753,-8812.31,Cash
ORD-00359,2023-10-26,Vikram Rao,Wholesale,Grocery,Sugar,North,Chandigarh,1090.8,6,25.3,-111.7,Cash
ORD-00360,2024-06-03,Girish Nair,Premium,Clothing,Saree,North,Jaipur,3966.57,2,70.68951891923726,-6247.88,UPI
ORD-00361,2023-04-23,Bhavna Das,Regular,Books,Children Story,East,Kolkata,5247.74,4,12.9,507.98,UPI
ORD-00362,2023-07-16,Anil Banerjee,Premium,Grocery,Rice (5kg),North,Jaipur,3161.69,5,9.1,86,UPI
ORD-00363,2023-06-20,Aarav Chauhan,Wholesale,Clothing,Kurta,North,Delhi,5346.51,1,18.4,1084.27,UPI
ORD-00364,2024-09-29,Suresh Das,Wholesale,Sports,Yoga Mat,North,Lucknow,40595.81,3,29.3,1851.17,Card
ORD-00365,2023-06-30,Amit Verma,Wholesale,Books,Business Book,East,Ranchi,703.38,4,57.59911821381877,-1281.85,Card
ORD-00366,2024-08-31,Radha Das,Wholesale,Health & Beauty,Protein Powder,East,Patna,2616.25,3,58.77716762783156,-6444.57,UPI
ORD-00367,2024-07-17,Manoj Ghosh,Wholesale,Sports,Jump Rope,North,Delhi,15620.91,4,16.9,2261.91,Cash
ORD-00368,2023-08-02,Ajay Agarwal,Premium,Health & Beauty,Multivitamins,South,Chennai,12916.62,4,5.1,4639.65,UPI
ORD-00369,2023-04-06,Ashok Nair,Regular,Health & Beauty,Face Cream,North,Chandigarh,3714.86,3,46.72583766700467,-6547.39,Cash
ORD-00370,2023-06-28,Sandeep Dubey,Premium,Electronics,Headphones,North,Jaipur,18015.01,2,13.2,799.87,UPI
ORD-00371,2023-10-03,Saritha Singh,Wholesale,Books,Business Book,South,Hyderabad,906.35,1,27.7,-19.58,UPI
ORD-00372,2023-08-04,Priya Saxena,Premium,Health & Beauty,Hair Oil,North,Lucknow,8151.51,4,9.2,2660.65,Card
ORD-00373,2024-10-20,Nisha Iyer,Premium,Electronics,Smartwatch,South,Hyderabad,22352.36,2,17.2,277.17,UPI
ORD-00374,2024-11-04,Swati Kaur,Regular,Sports,Yoga Mat,South,Hyderabad,78922.48,3,19.3,9912.66,UPI
ORD-00375,2023-12-26,Divya Menon,Wholesale,Sports,Football,East,Patna,122563.92,4,15.6,19021.92,Card
ORD-00376,2024-05-24,Mohan Pillai,Wholesale,Grocery,Dry Fruits,North,Delhi,4279.54,4,17.6,-174.61,UPI
ORD-00377,2023-02-07,Nisha Rao,Regular,Sports,Football,South,Hyderabad,12437.35,2,13.5,2139.22,Card
ORD-00378,2024-07-14,Kiran Reddy,Regular,Sports,Jump Rope,South,Chennai,30456.83,2,19.2,3849.74,Card
ORD-00379,2024-01-10,Nisha Mishra,Premium,Health & Beauty,Face Cream,West,Nagpur,9103.92,3,10.8,2854.99,Card
ORD-00380,2023-12-05,Vijay Kaur,Wholesale,Home & Kitchen,Vacuum Cleaner,South,Chennai,34638.38,4,27,138.55,UPI
ORD-00381,2024-05-10,Hema Reddy,Regular,Books,Business Book,West,Pune,2519.73,2,2.8,447.5,UPI
ORD-00382,2023-07-19,Saritha Nair,Regular,Sports,Badminton Racket,North,Chandigarh,1132.3,3,19.6,139.5,Card
ORD-00383,2023-05-19,Latika Nair,Wholesale,Books,Comics,South,Hyderabad,1214.69,4,21,38.87,UPI
ORD-00384,2023-01-25,Usha Sharma,Wholesale,Home & Kitchen,Iron Box,East,Bhubaneswar,16583.68,4,22.5,663.35,Card
ORD-00385,2024-11-06,Vinod Das,Premium,Grocery,Instant Noodles,South,Kochi,5523.48,7,45.63131130392397,-4586.44,Cash
ORD-00386,2023-11-29,Praveen Krishnan,Wholesale,Sports,Badminton Racket,East,Guwahati,17357.48,4,26.2,1221.97,Cash
ORD-00387,2024-01-20,Suresh Tiwari,Wholesale,Sports,Cricket Bat,East,Kolkata,25174.34,2,20.9,2839.67,Cash
ORD-00388,2024-02-17,Hema Das,Wholesale,Books,Textbook,South,Bangalore,765.83,1,21.5,21.44,UPI
ORD-00389,2024-03-09,Kavya Kaur,Wholesale,Furniture,Cabinet,West,Ahmedabad,11244.58,1,24.6,598.21,UPI
ORD-00390,2024-06-28,Sneha Nair,Premium,Furniture,Study Table,South,Hyderabad,38089.96,1,8.7,6871.43,UPI
ORD-00391,2024-08-03,Asha Reddy,Premium,Books,Cookbook,North,Delhi,5193.68,4,13.5,477.82,UPI
ORD-00392,2024-12-05,Asha Singh,Wholesale,Electronics,Bluetooth Speaker,South,Bangalore,54657.67,1,25.9,-3126.42,Card
ORD-00393,2023-05-06,Deepak Shetty,Premium,Sports,Dumbbells Set,South,Kochi,29406.52,2,11,5646.05,UPI
ORD-00394,2023-01-17,Sunil Das,Premium,Electronics,Smartwatch,West,Mumbai,48979.47,1,6.4,4839.17,Card
ORD-00395,2023-03-25,Sunita Joshi,Regular,Books,Business Book,North,Chandigarh,6111.84,4,2.1,1119.69,Card
ORD-00396,2024-03-22,Divya Shetty,Premium,Home & Kitchen,Vacuum Cleaner,East,Kolkata,10453.23,2,16.6,911.52,UPI
ORD-00397,2023-06-27,Kavya Kumar,Premium,Furniture,Side Table,East,Kolkata,19730.29,3,10.7,3243.66,UPI
ORD-00398,2024-04-17,Ramesh Shah,Wholesale,Electronics,Smartwatch,West,Mumbai,113593.34,2,28.2,-8587.66,UPI
ORD-00399,2023-01-01,Ananya Chatterjee,Wholesale,Books,Business Book,West,Nagpur,2095.26,2,22.6,40.23,UPI
ORD-00400,2024-10-27,Pooja Rao,Regular,Clothing,Sports Shoes,South,Hyderabad,8232.53,2,17,1761.76,Card
ORD-00401,2023-06-21,Sneha Kaur,Wholesale,Home & Kitchen,Microwave,West,Pune,16549.2,1,18.7,1165.06,Card
ORD-00402,2023-02-24,Suresh Agarwal,Premium,Clothing,Saree,East,Guwahati,6530.96,1,6.5,1946.23,UPI
ORD-00403,2023-07-17,Sanjay Mehta,Premium,Furniture,Shoe Rack,North,Chandigarh,21894.46,3,12.8,3231.62,UPI
ORD-00404,2024-11-01,Vikram Verma,Wholesale,Sports,Yoga Mat,North,Jaipur,18016.16,3,29.9,735.06,Card
ORD-00405,2024-06-01,Ajay Sharma,Premium,Clothing,Jeans,West,Surat,4013.62,4,15,923.13,Card
ORD-00406,2024-03-28,Radha Kumar,Wholesale,Furniture,Shoe Rack,North,Jaipur,145423.38,4,21.3,11575.7,Card
ORD-00407,2023-09-29,Pallavi Chatterjee,Wholesale,Electronics,Smartphone,North,Amritsar,36498.9,2,21.4,-773.78,Card
ORD-00408,2023-02-05,Radha Bose,Wholesale,Health & Beauty,Essential Oils,West,Ahmedabad,10540.33,4,17.7,2723.62,UPI
ORD-00409,2023-01-02,Sneha Tiwari,Regular,Grocery,Dry Fruits,North,Jaipur,4931.97,8,10.4,82.86,UPI
ORD-00410,2023-12-02,Swati Kaur,Regular,Clothing,Jacket,North,Amritsar,7678.05,3,62.451929219449525,-4446.93,UPI
ORD-00411,2024-07-18,Lakshmi Singh,Regular,Sports,Resistance Bands,North,Jaipur,21328.81,1,10.5,4180.45,Card
ORD-00412,2023-10-08,Suresh Menon,Wholesale,Health & Beauty,Face Cream,West,Mumbai,1839.42,2,52.33325872746867,-4107.95,Card
ORD-00413,2024-09-15,Naveen Rao,Wholesale,Home & Kitchen,Coffee Maker,South,Kochi,18838.19,1,15.7,1778.33,Cash
